age,workclass,fnlwgt,education,education_num,married_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_pr_week,native_country,income
36,Private,558344,high-school,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,48,United-States,0
53,Local-gov,221722,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States,1
20,Private,257509,high-school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
39,State-gov,24721,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
61,Self-emp-not-inc,133969,high-school,9,married,Sales,Husband,Asian-Pac-Islander,Male,0,0,63,South,0
79,Private,187492,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,7,United-States,0
46,Private,149640,school,4,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
31,Private,403468,higher,10,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,50,Mexico,0
38,Private,83727,high-school,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,48,United-States,0
47,Local-gov,40690,higher,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
47,Self-emp-not-inc,274800,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
34,Private,260560,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
43,Private,118001,school,4,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,0
30,Private,113453,Masters,14,married,Prof-specialty,Wife,White,Female,0,0,30,United-States,0
25,Private,32275,higher,10,married,Exec-managerial,Wife,Other,Female,0,0,40,United-States,0
36,Private,374983,school,7,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
51,Private,29887,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,1590,40,United-States,0
32,Self-emp-not-inc,35595,high-school,9,married,Craft-repair,Husband,White,Male,0,0,50,United-States,0
23,Private,148890,higher,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,0
43,Private,266439,Bachelors,13,married,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,1
30,Private,108464,higher,10,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
30,Private,260782,high-school,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
39,Private,293291,high-school,9,married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1
61,Self-emp-not-inc,185640,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,30,United-States,1
24,Private,146706,higher,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
76,Private,224680,higher,15,married,Prof-specialty,Husband,White,Male,0,1258,20,United-States,0
51,Private,541755,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
50,Federal-gov,222020,high-school,9,married,Adm-clerical,Husband,White,Male,0,0,48,United-States,0
34,Private,40067,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,Private,75435,high-school,9,married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
45,Self-emp-inc,214690,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,134026,school,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,0
20,Private,186830,high-school,9,Never-married,Transport-moving,Other-relative,Black,Male,0,0,45,United-States,0
50,Private,320510,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
22,Private,134746,school,6,married,Sales,Wife,White,Female,0,0,40,United-States,0
50,Self-emp-not-inc,167380,school,4,married,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
30,Private,102320,higher,11,Married-spouse-absent,Tech-support,Own-child,White,Female,0,0,40,United-States,0
22,Private,61499,high-school,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
45,Private,114459,high-school,9,married,Craft-repair,Husband,White,Male,0,0,50,United-States,1
36,Private,28996,higher,10,married,Sales,Husband,White,Male,0,0,45,United-States,0
33,Private,22405,high-school,9,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,72,United-States,0
31,Private,87418,higher,11,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
32,Private,207172,higher,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,0
46,Private,59767,higher,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,50,United-States,0
33,Federal-gov,348491,higher,10,married,Exec-managerial,Wife,Black,Female,0,0,40,United-States,1
60,Private,772919,Bachelors,13,married,Other-service,Husband,White,Male,0,0,25,United-States,0
49,Private,133969,Doctorate,16,married,Prof-specialty,Husband,Other,Male,0,0,50,United-States,1
56,Self-emp-not-inc,84774,higher,12,married,Farming-fishing,Wife,White,Female,0,0,40,United-States,0
49,Local-gov,31339,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
61,Self-emp-not-inc,127198,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,Germany,0
49,Federal-gov,89334,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
50,Private,150941,high-school,9,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,0
33,Private,153005,school,6,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
51,Private,129301,school,5,married,Transport-moving,Husband,White,Male,0,0,45,United-States,0
29,Private,222249,high-school,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
62,Private,129246,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
22,Private,167868,high-school,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
55,Private,176317,high-school,9,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
35,Private,236910,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,60,United-States,0
57,Self-emp-inc,42959,Bachelors,13,married,Sales,Wife,White,Female,0,0,40,United-States,1
23,Private,243723,high-school,9,married,Other-service,Wife,White,Female,0,0,40,United-States,0
24,Private,188505,Bachelors,13,married,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
24,Private,287413,high-school,9,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,60,United-States,0
35,Private,77792,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
76,Private,84755,higher,10,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
70,Private,148065,higher,10,married,Prof-specialty,Husband,White,Male,0,0,4,United-States,1
32,Private,32406,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
29,Self-emp-inc,241431,Doctorate,16,married,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
62,Self-emp-inc,118725,high-school,9,married,Exec-managerial,Husband,Black,Male,20051,0,72,United-States,1
19,Private,134974,higher,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
25,Private,214413,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
23,Private,184699,high-school,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
34,Private,134886,higher,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,34848,higher,10,married,Other-service,Husband,White,Male,0,0,40,United-States,0
29,Private,108253,Bachelors,13,married,Prof-specialty,Wife,Other,Female,0,0,40,United-States,0
57,Private,89182,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
60,Private,199947,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,32,United-States,0
29,Private,101108,high-school,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,15,United-States,0
53,Federal-gov,411700,high-school,9,married,Adm-clerical,Husband,White,Male,7298,0,40,United-States,1
61,Private,180382,school,3,married,Handlers-cleaners,Husband,White,Male,3411,0,45,United-States,0
29,Private,95108,high-school,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
34,Private,269723,high-school,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,2977,0,50,United-States,0
22,Private,374116,high-school,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,0
34,Self-emp-inc,154120,high-school,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,55,United-States,0
25,Private,164488,higher,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
30,State-gov,193380,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,35,United-States,0
19,Private,252752,high-school,9,Never-married,Prof-specialty,Own-child,Black,Male,0,0,35,United-States,0
31,State-gov,1033222,higher,10,married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
35,Private,333305,higher,10,married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
46,Private,179048,high-school,9,married,Sales,Husband,White,Male,0,0,35,United-States,0
35,Private,103710,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
43,Private,50646,high-school,9,married,Craft-repair,Husband,White,Male,0,0,70,United-States,0
34,Private,101709,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,0
52,Local-gov,136175,higher,10,married,Protective-serv,Husband,White,Male,0,0,35,United-States,0
61,Private,80896,high-school,9,Married-spouse-absent,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,45,United-States,1
60,Private,427248,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,250630,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,105813,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,48,United-States,1
37,Private,108282,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
43,Self-emp-not-inc,47261,higher,10,married,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
43,Private,313181,high-school,9,Married-spouse-absent,Adm-clerical,Other-relative,Black,Male,0,0,38,United-States,0
24,Private,43387,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,55,England,1
47,Private,102308,Masters,14,married,Sales,Husband,White,Male,0,0,40,United-States,1
37,Private,243409,high-school,9,married,Transport-moving,Husband,White,Male,0,0,50,United-States,0
53,Self-emp-not-inc,138022,school,7,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0
45,Private,165232,higher,10,Married-spouse-absent,Tech-support,Not-in-family,Black,Female,0,0,40,Trinadad&Tobago,0
32,Private,167063,Bachelors,13,married,Tech-support,Husband,White,Male,0,0,40,United-States,0
40,Private,192878,school,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,130741,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
28,Private,411950,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
44,Private,346081,high-school,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
27,Private,236246,higher,12,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
55,Local-gov,209535,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
42,Self-emp-not-inc,140915,high-school,9,married,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,South,0
43,Federal-gov,134026,higher,10,Never-married,Adm-clerical,Other-relative,White,Male,2174,0,40,United-States,0
64,Private,239450,higher,10,married,Sales,Husband,White,Male,0,0,40,United-States,0
24,Private,33551,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,0
24,Private,276851,high-school,9,Married-spouse-absent,Protective-serv,Own-child,White,Female,0,1762,40,United-States,0
60,Private,117509,school,5,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
39,Private,327435,Bachelors,13,married,Prof-specialty,Wife,White,Female,0,0,36,United-States,1
25,Private,106552,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0
59,Self-emp-inc,132559,Doctorate,16,married,Craft-repair,Husband,White,Male,0,1977,55,United-States,1
27,Private,244315,high-school,9,Married-spouse-absent,Craft-repair,Other-relative,Other,Male,0,0,40,United-States,0
44,Private,193755,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1
42,Private,199018,high-school,9,married,Adm-clerical,Husband,White,Male,0,0,55,United-States,1
51,Private,182740,high-school,9,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0
23,Private,209955,higher,10,Never-married,Sales,Own-child,White,Male,0,0,25,Canada,0
32,Private,217460,school,5,married,Transport-moving,Husband,White,Male,0,0,50,United-States,0
32,Self-emp-not-inc,27207,school,7,married,Farming-fishing,Husband,White,Male,0,0,80,United-States,0
33,Private,124052,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
41,Private,226608,school,2,married,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
40,Private,91355,high-school,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,0
30,Private,181992,higher,10,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,0
34,Private,195144,high-school,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
38,Local-gov,210991,Bachelors,13,married,Craft-repair,Husband,White,Male,0,1740,40,United-States,0
39,Self-emp-not-inc,187693,high-school,9,married,Craft-repair,Husband,White,Male,0,0,72,United-States,1
40,Local-gov,108765,high-school,9,married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
32,Self-emp-inc,111746,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
71,Private,118876,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,14,United-States,0
55,Private,266343,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,46,United-States,0
33,State-gov,220066,Doctorate,16,married,Prof-specialty,Wife,White,Female,0,0,48,United-States,1
34,Private,73585,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
40,Self-emp-not-inc,204235,Masters,14,married,Exec-managerial,Husband,White,Male,99999,0,50,United-States,1
22,Private,48347,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
29,Private,229656,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,0
24,Private,329852,high-school,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
36,Federal-gov,403489,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
53,Private,103950,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,247115,high-school,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,60,United-States,0
43,Private,90582,high-school,9,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
46,Federal-gov,195023,higher,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
30,Local-gov,108386,higher,11,married,Protective-serv,Husband,White,Male,0,0,40,United-States,0
28,Private,191935,higher,12,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
46,Self-emp-not-inc,315984,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
30,Private,176410,higher,11,married,Prof-specialty,Own-child,White,Female,7298,0,16,United-States,1
22,Private,113464,high-school,9,married,Transport-moving,Husband,Other,Male,0,0,40,Dominican-Republic,0
17,Private,294485,school,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
41,Federal-gov,193882,high-school,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
32,Private,141410,high-school,9,married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
38,Private,22245,higher,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
56,Self-emp-not-inc,175964,higher,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
60,Private,182687,higher,12,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
41,Private,287037,higher,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
17,Private,154337,school,7,Never-married,Other-service,Own-child,White,Female,0,0,13,United-States,0
17,Private,86019,school,7,Never-married,Sales,Not-in-family,White,Female,0,0,36,United-States,0
48,State-gov,185859,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,38,United-States,1
20,Private,171398,school,6,Never-married,Sales,Not-in-family,Other,Male,0,0,40,United-States,0
60,Private,216690,higher,10,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
37,Self-emp-not-inc,31670,high-school,9,married,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
26,Private,269060,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
20,Private,185554,higher,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,0
33,Self-emp-not-inc,37939,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,35,United-States,0
69,Private,137109,school,6,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,16,United-States,0
25,Private,182810,higher,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,37,United-States,1
29,Private,71860,high-school,9,married,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
22,Private,296158,school,6,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,Private,226267,higher,12,married,Sales,Husband,White,Male,0,0,40,Mexico,0
36,Private,370156,high-school,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
26,Private,224361,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
36,Private,321274,higher,10,married,Craft-repair,Husband,White,Male,0,0,40,United-States,1
41,Private,182108,Doctorate,16,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,1
40,Private,171424,high-school,9,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
34,Private,34862,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,1564,60,United-States,1
24,Private,210781,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,France,0
64,Private,77884,higher,11,married,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0
40,Private,245529,higher,12,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
56,Private,87584,high-school,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,0
52,Private,142757,higher,10,married,Prof-specialty,Husband,Black,Male,0,0,56,United-States,1
53,Private,233780,higher,11,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,2202,0,40,United-States,0
32,Private,29144,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0
29,Private,357781,school,4,married,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
35,Self-emp-not-inc,199753,higher,10,married,Other-service,Husband,White,Male,0,0,60,United-States,0
39,Private,301614,high-school,9,married,Transport-moving,Husband,White,Male,0,0,40,United-States,0
27,Private,228476,Bachelors,13,married,Sales,Husband,White,Male,0,0,50,United-States,1
39,Self-emp-not-inc,274683,higher,10,married,Sales,Husband,White,Male,7688,0,50,United-States,1
23,Private,50953,higher,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
34,Self-emp-not-inc,226296,high-school,9,married,Prof-specialty,Husband,White,Male,0,0,51,United-States,0
63,Private,192849,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,10,United-States,0
20,Private,131611,higher,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,0
64,Private,47589,higher,10,married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
29,Private,241667,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
35,Private,273558,higher,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,30,United-States,0
30,Private,167790,high-school,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
23,Private,163595,Bachelors,13,married,Sales,Husband,White,Male,0,0,40,United-States,0
43,Private,171438,higher,11,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,45,United-States,0
26,Private,152452,high-school,9,married,Craft-repair,Husband,White,Male,0,0,40,United-States,0
38,Self-emp-inc,478829,higher,15,married,Prof-specialty,Husband,White,Male,99999,0,50,United-States,1
39,Private,366757,high-school,9,married,Craft-repair,Husband,White,Male,0,0,35,United-States,0
67,Private,183374,high-school,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2329,0,15,United-States,0
43,Private,178976,high-school,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
21,Federal-gov,169003,school,8,Never-married,Adm-clerical,Own-child,Black,Male,0,0,25,United-States,0
25,Local-gov,336320,Bachelors,13,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,0
47,Private,294443,higher,11,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
56,Private,367984,higher,11,married,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
34,Private,127610,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,0
34,Local-gov,143699,higher,10,married,Other-service,Wife,White,Female,0,0,40,United-States,0
42,Private,153414,Bachelors,13,married,Sales,Husband,Black,Male,0,0,40,United-States,1
77,Self-emp-not-inc,72931,school,4,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,20,Italy,1
44,Private,183342,higher,15,married,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
26,Private,106705,high-school,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,28,United-States,0
51,Private,94081,high-school,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1
55,Private,234125,high-school,9,married,Other-service,Husband,White,Male,0,0,40,United-States,0
67,Private,190340,school,7,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
24,Private,215251,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
30,Private,80933,higher,10,married,Sales,Husband,White,Male,0,0,40,United-States,0
35,Private,241998,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
23,Self-emp-not-inc,271486,high-school,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
32,Private,164197,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
57,Private,107443,school,2,married,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,0
45,Private,44489,high-school,9,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,65,United-States,0
41,Private,275446,higher,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0
49,Federal-gov,105586,higher,11,married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
38,Self-emp-not-inc,93206,Bachelors,13,married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,65,United-States,1
47,Private,45857,high-school,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
31,Private,168981,high-school,9,married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,0
36,Private,207789,high-school,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,0
48,Private,65353,higher,11,married,Craft-repair,Husband,White,Male,0,0,42,United-States,0
37,Local-gov,269323,higher,10,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
50,State-gov,276241,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
59,Private,188872,high-school,9,married,Tech-support,Husband,White,Male,0,0,40,United-States,1
30,Private,133602,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
23,Private,103064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
48,Private,108699,high-school,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,94826,school,3,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Guatemala,0
33,Private,175856,school,7,married,Sales,Husband,White,Male,0,0,60,United-States,0
54,Private,146834,school,6,married,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,0
47,Self-emp-not-inc,304223,higher,10,married,Sales,Husband,White,Male,0,0,40,United-States,0
43,Private,150519,higher,10,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
20,Private,138938,higher,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,0
31,Private,409622,Bachelors,13,married,Machine-op-inspct,Husband,Other,Male,0,0,36,Mexico,0
54,Private,351760,higher,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
50,Private,175339,high-school,9,married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
30,Private,176862,higher,11,married,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
53,Self-emp-not-inc,279129,higher,10,married,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
36,Local-gov,110866,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
19,Private,283945,high-school,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
17,Private,206998,school,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,0
28,Private,181776,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,0
22,Private,200374,high-school,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35,United-States,0
66,Private,98837,high-school,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
32,Private,80356,Bachelors,13,married,Tech-support,Husband,White,Male,0,0,50,United-States,0
46,Private,192779,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,1
45,Local-gov,151267,higher,10,married,Other-service,Wife,Black,Female,0,0,25,United-States,0
63,Private,169983,school,7,Married-spouse-absent,Sales,Not-in-family,White,Female,2176,0,30,United-States,0
35,Self-emp-not-inc,32528,high-school,9,married,Transport-moving,Husband,White,Male,0,0,50,United-States,0
57,Private,365683,high-school,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,1
48,Private,143098,Doctorate,16,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,China,1
39,Self-emp-not-inc,179488,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
21,Private,203914,high-school,9,married,Adm-clerical,Wife,White,Female,0,0,19,United-States,0
56,Private,231232,Bachelors,13,married,Adm-clerical,Husband,White,Male,0,0,30,Canada,0
40,Private,282155,high-school,9,Married-spouse-absent,Other-service,Other-relative,White,Female,0,0,25,United-States,0
65,Private,95303,high-school,9,married,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
40,Private,146659,high-school,9,married,Sales,Husband,White,Male,0,0,60,United-States,1
47,Private,361390,school,6,married,Machine-op-inspct,Husband,White,Male,4064,0,40,Italy,0
40,Private,84136,high-school,9,married,Craft-repair,Husband,White,Male,0,0,25,United-States,0
20,Private,38772,school,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
17,Private,266072,school,6,Never-married,Other-service,Not-in-family,White,Male,0,0,20,El-Salvador,0
43,Local-gov,216070,Masters,14,married,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,50,United-States,1
35,Private,228881,high-school,9,Never-married,Craft-repair,Other-relative,Other,Male,0,0,40,Puerto-Rico,0
26,Private,395206,higher,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
